number,segment,content,option_a,option_b,option_c,option_d,option_e,score_a,score_b,score_c,score_d,score_e,discussion,sub_category
60,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q60_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q60_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q60_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q60_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q60_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q60_opt_E.png),5,0,0,0,0,"Ketidaksamaan Sifat Benda 3D (Dadu Standar). Dadu standar memiliki aturan *strictly* bahwa sisi yang berlawanan selalu berjumlah 7 (1 dengan 6, 2 dengan 5, 3 dengan 4). Modifikasi C (2 berhadapan dengan 6) berjumlah 8, sehingga menyalahi aturan universal dadu standar.",Ketidaksamaan Gambar
61,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q61_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q61_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q61_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q61_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q61_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q61_opt_E.png),0,5,0,0,0,"Ketidaksamaan Simetri Titik (Rotasi 180). Huruf H, I, O, dan X memiliki simetri putar tingkat 2, yang berarti jika diputar 180 derajat bentuknya kembali persis sama. Huruf A hanya memiliki simetri lipat vertikal, sehingga jika diputar 180 derajat (terbalik), bentuknya akan berubah (ujung lancipnya ada di bawah).",Ketidaksamaan Gambar
62,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q62_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q62_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q62_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q62_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q62_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q62_opt_E.png),0,5,0,0,0,Ketidaksamaan Kiralitas 2D. Kiral berarti objek tidak dapat ditindihkan dengan bayangan cerminnya (seperti tangan kiri dan kanan). Bentuk L (seperti huruf L atau J pada Tetris) jika dicerminkan akan terbalik dan tidak bisa ditindihkan kembali pada bidang 2D tanpa mengangkatnya ke dimensi ke-3. Sisanya adalah objek akiral (simetris).,Ketidaksamaan Gambar
63,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q63_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q63_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q63_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q63_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q63_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q63_opt_E.png),0,0,0,5,0,"Serial Matriks Dinamis (Lompatan L). Titik awal (1,1). L1:(2,3). L2:(3,1). L3:(1,2). L4:(3,3). Kuda berada di (3,3). Dari pojok kanan bawah (3,3), pergerakan huruf L yang mungkin di dalam matriks 3x3 hanya bisa menuju ke (2,1) atau (1,2). Jika mengikuti siklus tur Hamiltonian, lompatan selanjutnya yang belum dikunjungi dari (3,3) adalah (2,1).",Serial Gambar
64,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q64_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q64_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q64_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q64_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q64_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q64_opt_E.png),0,0,5,0,0,Serial Deret Spasial (Eksponensial Modifikasi). Selisih arsiran: 30-10 = +20%. 70-30 = +40%. 150-70 = +80%. Pola penambahannya berlipat ganda (x2). Maka penambahan selanjutnya adalah +160%. Total arsiran Pola ke-5 adalah 150% + 160% = 310% (3 buah lingkaran penuh + sedikit sisa).,Serial Gambar
65,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q65_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q65_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q65_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q65_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q65_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q65_opt_E.png),0,0,5,0,0,Serial Pembagian Bidang. Setiap sebuah garis yang melewati satu titik potong pusat (*concurrent lines*) di dalam bujur sangkar akan membagi bangun tersebut menjadi tepat $2 \times n$ potongan segitiga seragam (jika garis ditarik penuh antar sisi). Gambar 1 (1 garis) = 2 area. Gambar 2 (2 garis) = 4 area. Polanya murni $2n$. Maka pada Gambar ke-8 (dengan 8 garis persimpangan) akan menghasilkan $2 \times 8 = 16$ area.,Serial Gambar
66,TKP,"Sebuah sistem algoritma AI (Kecerdasan Buatan) yang baru diterapkan di instansi Anda untuk menyaring penerima bantuan sosial secara otomatis mendiskualifikasi seluruh warga dari sebuah desa terpencil karena anomali data kodepos. Jika Anda memproses manual, Anda melanggar SOP digitalisasi; jika didiamkan, ribuan warga rentan akan kelaparan. Langkah strategis Anda...",Tetap mengikuti SOP digitalisasi karena sistem AI pasti lebih akurat daripada manusia dan Anda tidak ingin disalahkan,Membocorkan kelemahan AI tersebut ke media massa agar publik menekan pimpinan untuk mengubah sistem,"Mendokumentasikan anomali data tersebut, mengaktifkan protokol layanan darurat manual dengan persetujuan hierarkis (Diskresi), dan menyusun laporan teknis untuk tim *developer* agar algoritma segera dikalibrasi ulang",Menggunakan uang pribadi dan menggalang donasi dari rekan sekantor untuk memberi makan warga desa tersebut,Mematikan server AI tersebut secara diam-diam agar semua proses kembali manual,4,3,5,2,1,"Pelayanan Publik & TIK. *Human-in-the-loop*. AI adalah alat, bukan pengambil keputusan mutlak. Diskresi administratif dengan persetujuan hierarkis untuk menyelamatkan nyawa/hak warga adalah tindakan Bintang 5, diikuti perbaikan sistemik (kalibrasi algoritma).",Pelayanan Publik
67,TKP,"Anda adalah kepala rumah sakit daerah. Terjadi kecelakaan massal dengan puluhan korban kritis. Di saat bersamaan, seorang pejabat tinggi negara menuntut ruangan VVIP yang tersisa untuk keluarganya yang hanya mengalami sakit ringan, dan mengancam akan memutasi Anda jika ditolak. Keputusan Anda...",Memberikan ruang VVIP tersebut kepada keluarga pejabat agar karir Anda aman dan rumah sakit tetap mendapat dana bantuan pemerintah,Menolak dengan kasar dan mengusir keluarga pejabat tersebut di depan para korban lain,"Secara diplomatis menjelaskan protokol *triage* (prioritas kegawatdaruratan medis), menempatkan korban kritis di seluruh ruangan yang tersedia termasuk VVIP demi menyelamatkan nyawa, dan siap menghadapi risiko jabatan secara profesional",Meminta keluarga pejabat tersebut menunggu di lobi sampai ada korban kritis yang meninggal atau dipindahkan,Menyuruh rumah sakit lain untuk menampung korban kecelakaan massal tersebut,4,3,5,2,1,Pelayanan Publik & Profesionalisme. Etika medis (*triage*) dan pelayanan publik tidak mengenal kasta di situasi hidup/mati. Menolak intervensi kekuasaan secara diplomatis dan berani menanggung risiko karir demi nyawa rakyat adalah puncak integritas ASN.,Pelayanan Publik
68,TKP,"Pemerintah daerah Anda kekurangan anggaran triliunan rupiah untuk pelayanan kesehatan dasar. Tiba-tiba, seorang pengusaha tambang menawarkan dana CSR (Corporate Social Responsibility) raksasa yang bisa menutupi defisit tersebut, namun dengan syarat tersembunyi agar dinas Anda melonggarkan pengawasan limbah perusahaannya. Sikap Anda sebagai Kepala Dinas...",Menerima dana tersebut karena menyelamatkan nyawa pasien rumah sakit saat ini jauh lebih penting daripada urusan limbah,Menerima dana CSR secara resmi namun diam-diam tetap melakukan pengawasan limbah secara ketat untuk menipu pengusaha tersebut,"Menolak dana CSR tersebut dengan tegas, menyajikan data ancaman ekologi jangka panjang kepada Kepala Daerah, dan memformulasikan skema efisiensi anggaran kesehatan atau mencari sumber pendanaan sah lainnya",Melaporkan tawaran tersebut ke KPK lalu mengundurkan diri dari jabatan,Mengambil sebagian kecil dana tersebut secara pribadi sebagai upah tutup mulut,4,3,5,2,1,Pelayanan Publik & Integritas. *Conflict of Interest* berskala institusi. Menerima uang berdarah (*dirty money*) untuk kebaikan adalah *logical fallacy*. Penolakan tegas diikuti solusi *problem solving* (efisiensi/pendanaan sah) melindungi negara dari bencana ekologi jangka panjang.,Pelayanan Publik
69,TKP,"Anda bertugas memverifikasi dokumen imigrasi kelompok pengungsi asing (stateless) yang terdampar di perairan Indonesia. Sesuai hukum positif, mereka harus dipindahkan ke area karantina ketat. Namun, Anda melihat banyak balita yang dehidrasi parah dan butuh perawatan khusus di luar area karantina. Tindakan Anda...",Memasukkan mereka semua ke area karantina tanpa pengecualian karena hukum negara adalah harga mati,"Secara proaktif berkoordinasi dengan Kementerian Luar Negeri, UNHCR, dan Dinas Kesehatan setempat untuk memberlakukan status karantina medis darurat di fasilitas kesehatan luar demi asas kemanusiaan universal",Menyelundupkan balita-balita tersebut ke rumah sakit umum tanpa sepengetahuan atasan,Menyuruh nelayan lokal untuk menarik kembali perahu mereka ke perairan internasional,Membiarkan warga lokal yang memberikan perawatan medis agar Anda tidak melanggar aturan,4,5,3,2,1,Pelayanan Publik & Jejaring Kerja. Kedaulatan vs Kemanusiaan (Sila ke-2). Kolaborasi lintas instansi (UNHCR/Dinkes) menciptakan solusi hibrida: aturan karantina tetap berjalan secara legal (*karantina medis darurat*) sementara hak hidup balita terselamatkan.,Pelayanan Publik
70,TKP,"Sebuah vendor penyedia *database* kependudukan secara sepihak mematikan akses *server* karena pemerintah daerah telat membayar tagihan, menyebabkan pelayanan publik lumpuh total di seluruh kota. Vendor meminta pembayaran lunas hari itu juga. Posisi Anda sebagai PPK (Pejabat Pembuat Komitmen)...",Membayar tagihan tersebut menggunakan dana talangan dari kantong pribadi Anda dan rekan-rekan,Meminta maaf kepada masyarakat dan menutup seluruh pelayanan publik selama sebulan sampai anggaran cair,"Mendokumentasikan pemutusan sepihak ini sebagai pelanggaran *Service Level Agreement* (SLA), melibatkan kejaksaan selaku pengacara negara untuk negosiasi hukum agar layanan dipulihkan segera, sambil memproses pencairan dana sesuai tata kelola keuangan negara",Menyewa *hacker* untuk meretas kembali *server* tersebut dari tangan vendor,Memprovokasi warga untuk berdemonstrasi di depan kantor vendor tersebut,4,3,5,2,1,Pelayanan Publik & Jejaring Kerja. Membayar dengan dana pribadi/jalur ilegal menyalahi tata kelola keuangan. Melibatkan Jaksa Pengacara Negara (Datun) untuk memaksa pemulihan layanan publik via jalur hukum perdata adalah tindakan taktis dan berwibawa.,Pelayanan Publik
71,TKP,Anda diangkat memimpin satuan kerja yang terpecah menjadi dua kubu senior yang saling menyabotase pekerjaan satu sama lain (*toxic workplace*). Proyek strategis nasional menjadi terbengkalai. Strategi Anda menyatukan mereka...,Memecat ketua dari masing-masing kubu untuk memberikan efek jera kepada yang lain,Membuat kubu ketiga yang terdiri dari staf-staf muda untuk mengambil alih seluruh proyek,"Melakukan pemetaan psikologis (interpersonal), merombak struktur tim agar anggota kedua kubu harus berbagi indikator kinerja (*shared KPI*), dan menjadi mediator asertif yang fokus pada *output* nasional tanpa terjebak drama personal",Mengumpulkan mereka di sebuah ruangan dan memarahi mereka habis-habisan,Mengajukan pengunduran diri karena Anda merasa lingkungan tersebut tidak sehat,4,3,5,2,1,"Jejaring Kerja (Manajemen Konflik). Mengurai klik/kubu di birokrasi tidak bisa dengan amarah. *Shared KPI* memaksa kolaborasi organik, karena bonus/hukuman mereka akan saling bergantung secara profesional.",Jejaring Kerja
72,TKP,"Anda memergoki rekan kerja Anda, yang merupakan keponakan langsung dari menteri, sering memberikan akses VIP pengurusan paspor kepada teman-teman sosialitanya secara ilegal. Jika Anda menegurnya, Anda diancam akan dimutasi ke pelosok. Tindakan Anda...",Membiarkannya karena Anda menyayangi karir dan keluarga Anda,Menegurnya secara langsung di depan umum agar ia merasa malu,"Mengamankan bukti log sistem secara anonim, lalu memanfaatkan saluran perlindungan saksi (*Whistleblowing System*) yang dikelola lembaga independen eksternal agar praktik nepotisme ini ditindak tanpa mengorbankan identitas Anda",Meminta bagian dari fasilitas VIP tersebut untuk keluarga Anda sendiri,Menyabotase komputer rekan tersebut agar ia tidak bisa lagi memproses paspor,4,3,5,2,1,Jejaring Kerja & Profesionalisme. Nepotisme kekuasaan absolut. Konfrontasi langsung adalah bunuh diri karir. Menggunakan sistem WBS anonim dengan bukti log sistem (*digital forensic*) adalah *Calculated Bravery* tingkat atas.,Jejaring Kerja
73,TKP,Instansi Anda memiliki yurisdiksi yang tumpang tindih dengan instansi penegak hukum lain dalam kasus kejahatan siber lintas negara. Kedua instansi saling berebut untuk memimpin penanganan kasus ini demi mendapatkan penghargaan (prestise) dari Presiden. Sikap Anda sebagai ketua tim penyidik...,Berusaha menyembunyikan bukti-bukti penting dari instansi lain agar tim Anda yang berhasil memecahkan kasus,Mundur dari kasus tersebut dan membiarkan instansi lain yang mengurusnya,"Menginisiasi pembentukan 'Joint Task Force' (Tim Gabungan), melepaskan ego sektoral, dan membangun skema *sharing data* intelijen karena tujuan utamanya adalah mengamankan negara, bukan mencari penghargaan pimpinan",Melaporkan instansi lain tersebut kepada Presiden karena menghalangi tugas Anda,Membocorkan kasus tersebut ke media internasional agar kedua instansi sama-sama malu,4,3,5,2,1,Jejaring Kerja. Menghadapi ego sektoral (silo mentality). Sumpah Pemuda masa kini adalah meleburkan ego instansi. *Joint Task Force* dan *sharing data* memprioritaskan keamanan nasional di atas ambisi sektoral (pujian Presiden).,Jejaring Kerja
74,TKP,"Dalam sebuah rapat pleno antar lembaga, atasan Anda menyampaikan gagasan yang secara fatal melanggar regulasi internasional yang baru saja Anda pelajari. Jika dibiarkan, negara bisa terkena embargo. Jika dibantah, atasan akan sangat malu di depan delegasi kementerian lain. Taktik komunikasi Anda...",Mendebat atasan saat itu juga di forum terbuka karena keselamatan negara lebih penting daripada rasa malu atasan,"Diam dan membiarkan gagasan itu disetujui, lalu memperbaikinya diam-diam setelah rapat selesai","Mengirimkan pesan singkat atau catatan kecil kepada atasan di bawah meja yang berisi ringkasan regulasi internasional tersebut, atau menyela dengan teknik '*Yes, and...*' (membenarkan tujuannya, lalu menyempurnakan metodenya agar sesuai regulasi) tanpa meruntuhkan wibawanya",Berpura-pura sakit dan keluar dari ruang rapat agar tidak ikut bertanggung jawab,Membuat pernyataan di media massa keesokan harinya untuk meralat ucapan atasan Anda,4,3,5,2,1,"Jejaring Kerja & Profesionalisme. *Managing up*. Menyelamatkan muka atasan di forum publik (*saving face*) sambil tetap mencegah bencana regulasi. Teknik komunikasi taktis (catatan kecil atau metode *Yes, and...*) menjaga *trust* dan profesionalitas.",Jejaring Kerja
75,TKP,"Sebuah perusahaan teknologi raksasa menawarkan posisi *Vice President* kepada Anda dengan gaji fantastis. Syaratnya, Anda harus membawa serta *database* riset rahasia yang sedang Anda kerjakan di instansi pemerintah. Keputusan Anda...",Menerima tawaran tersebut karena itu adalah peluang sekali seumur hidup untuk mengubah nasib,Menolak tawaran tersebut dengan kasar dan memaki perwakilan perusahaan tersebut,"Menolak secara tegas dan elegan, mendokumentasikan tawaran tersebut sebagai indikasi spionase korporat, lalu melaporkannya ke aparat intelijen negara dan memperketat protokol keamanan *database* riset Anda",Menyalin sebagian kecil data yang tidak terlalu penting agar Anda tetap mendapatkan pekerjaan tersebut,Mengundurkan diri dari ASN lalu bekerja di perusahaan tersebut dengan ingatan yang ada di kepala Anda,4,3,5,2,1,Jejaring Kerja & Bela Negara. Spionase Korporat (Corporate Espionage). Integritas diuji oleh kapital. Penolakan elegan harus diikuti langkah kontra-intelijen (lapor aparat & perketat keamanan) karena *approach* tersebut adalah ancaman riil bagi negara.,Jejaring Kerja
76,TKP,"Proyek strategis nasional terhambat karena lahan yang akan dibangun ternyata merupakan tanah ulayat masyarakat adat yang belum memiliki sertifikat resmi, namun diakui secara historis. Hukum formal negara mengizinkan pengambilalihan, namun memicu potensi pelanggaran HAM berat. Anda sebagai negosiator negara...",Menggunakan aparat bersenjata untuk mengeksekusi lahan sesuai hukum formal negara,Membatalkan seluruh proyek strategis nasional tersebut dan membiarkan anggaran triliunan hangus,"Melakukan pendekatan antropologis dengan tetua adat, mengakui hak komunal mereka, dan mendesain skema kompensasi partisipatif (misal: penyertaan saham warga di proyek tersebut) sehingga hukum negara berjalan seiring dengan keadilan sosial",Membayar preman lokal untuk mengusir masyarakat adat secara diam-diam,Menyuap kepala desa setempat untuk menerbitkan sertifikat palsu atas nama negara,4,3,5,2,1,Sosial Budaya & Pilar Negara. Konflik hukum positif vs hukum adat. Menggunakan instrumen negara secara eksesif melanggar Sila ke-2. Solusi Bintang 5 adalah pendekatan antropologis dan keadilan ekonomi distributif (penyertaan saham/CSR komprehensif) sebagai wujud Sila ke-5.,Sosial Budaya
77,TKP,"Anda adalah Duta Besar RI. Dalam sebuah jamuan diplomatik resmi, negara tuan rumah menyajikan hidangan yang secara ketat diharamkan oleh agama Anda. Menolak memakannya secara terang-terangan dianggap sebagai penghinaan diplomatik tertinggi (casus belli diplomasi) di budaya mereka. Tindakan Anda...",Marah dan meninggalkan ruang perjamuan untuk mempertahankan kesucian agama Anda,Memakannya sedikit saja sambil berdoa dalam hati meminta pengampunan Tuhan,"Menyentuh pinggiran piring dengan elegan tanpa mengonsumsinya, berbasa-basi memuji penyajiannya, lalu secara halus mengalihkan fokus pembicaraan pada isu-isu kerja sama bilateral yang krusial",Menceramahi tuan rumah bahwa makanan tersebut haram dan tidak sehat,Meminta pelayan membuang makanan tersebut dan menggantinya dengan menu vegetarian,4,3,5,2,1,"Sosial Budaya & Profesionalisme. Diplomasi tingkat tinggi. Integritas personal (agama) tidak dikorbankan, namun etiket diplomatik (*table manner*/basa-basi) dipertahankan agar kepentingan negara (kerja sama bilateral) tidak hancur akibat benturan *culture shock*.",Sosial Budaya
78,TKP,"Sebagai seorang ASN dari etnis minoritas, Anda dipromosikan memimpin cabang di wilayah yang sangat homogen dan etnosentris. Banyak bawahannya yang meragukan kepemimpinan Anda dan secara halus melakukan *micro-aggression* (sindiran rasial). Strategi asimilasi kepemimpinan Anda...",Meminta pemindahan ke daerah asal Anda karena tidak sanggup menghadapi diskriminasi,Mengeksploitasi wewenang Anda untuk memecat siapa saja yang melakukan sindiran rasial,"Tidak reaktif secara emosional, menunjukkan keunggulan kinerja, proaktif mempelajari dan menghormati dialek/budaya lokal, serta membuktikan bahwa kepemimpinan meritokratis membawa kesejahteraan bagi seluruh tim tanpa memandang suku",Berusaha meniru seluruh kebiasaan rasial mereka agar Anda dianggap sebagai bagian dari mereka (people pleaser),Membawa masalah ini ke media sosial agar mendapat dukungan netizen nasional,4,3,5,2,1,"Sosial Budaya & Profesionalisme. Menghadapi *micro-aggression*. Menaklukkan etnosentrisme dengan membuktikan meritokrasi (*performance talks*) dan kerendahan hati budaya (mempelajari budaya mereka), bukan dengan *power trip* atau bersikap reaktif.",Sosial Budaya
79,TKP,Masyarakat di suatu daerah pelosok menolak imunisasi massal karena ada tokoh spiritual yang menyebarkan fatwa bahwa vaksin mengandung cairan mistis pengontrol pikiran. Tingkat kematian balita mulai meningkat tajam. Penanganan krisis kultural Anda...,Menangkap dan memenjarakan tokoh spiritual tersebut dengan pasal penyebaran berita bohong,Melakukan pemaksaan imunisasi dengan metode 'door-to-door' dibantu aparat bersenjata,"Mendekati tokoh spiritual tersebut secara personal, membawa ahli medis yang juga merupakan ahli agama, membuka ruang dialog teologis-ilmiah, dan menjadikan tokoh tersebut sebagai agen pertama yang divaksinasi agar menjadi *role model*",Membiarkan saja karena itu adalah bentuk seleksi alam dan pilihan masyarakat sendiri,Menyebarkan hoaks tandingan bahwa tidak divaksin akan masuk neraka,4,3,5,2,1,Sosial Budaya & Pelayanan Publik. Krisis kesehatan akibat dogma. Menghancurkan dogma harus dari dalam (melalui *gatekeeper*/tokoh spiritual). Menggandeng ahli agama-medis menciptakan sintesis yang dapat meruntuhkan *logical fallacy* di akar rumput tanpa kekerasan.,Sosial Budaya
80,TKP,"Pemerintah mewajibkan pendataan identitas gender yang rigid (Laki-laki/Perempuan) dalam formulir bantuan bencana. Di lapangan, Anda berhadapan dengan komunitas transpuan (waria) yang kehilangan segalanya akibat bencana, namun sistem *database* menolak KTP mereka yang statusnya diskriminatif. Aksi pelayanan publik Anda...",Mengusir mereka karena tidak sesuai dengan norma agama yang Anda yakini,Meninggalkan mereka dan mengurus warga normal terlebih dahulu,"Memprioritaskan pemenuhan hak dasar hidup mereka (sandang/pangan/medis) dengan mencatat data darurat secara manual (logistik non-sistem), lalu melaporkan kelemahan inklusi *database* ini kepada pimpinan pusat untuk reformasi regulasi",Menyuruh mereka berdandan layaknya laki-laki normal jika ingin mendapatkan bantuan,Menyuruh mereka mencari bantuan dari Lembaga Swadaya Masyarakat (LSM) luar negeri saja,4,3,5,2,1,"Sosial Budaya & Pelayanan Publik. Bencana alam dan Hak Asasi Manusia (Sila ke-2). Hak hidup adalah supremasi tertinggi. Keterbatasan sistem IT (rigiditas *database*) disiasati dengan layanan darurat manual (inklusi kemanusiaan), disusul rekomendasi reformasi kebijakan ke pusat.",Sosial Budaya
81,TKP,Beredar video *Deepfake* (rekayasa AI tingkat tinggi) yang menampilkan Kepala Instansi Anda sedang menerima suap. Video tersebut sangat identik dengan aslinya dan memicu kemarahan publik. Anda sebagai staf ahli TIK dan Humas harus mengambil langkah...,Langsung membantah di Twitter dengan kapital semua dan mengatakan itu fitnah keji,Menghubungi platform media sosial untuk menghapus video tersebut secara paksa tanpa memberikan penjelasan,"Melakukan uji forensik digital untuk membuktikan titik-titik manipulasi piksel/audio, merilis laporan analisis teknis yang dapat dipahami awam secara masif, dan melibatkan aparat siber untuk melacak *IP Address* pelaku penyebar pertama",Mengabaikan video tersebut karena *Deepfake* pada akhirnya akan ketahuan dengan sendirinya,Membuat video *Deepfake* balasan yang menyerang balik oposisi politik,4,3,5,2,1,"TIK & Profesionalisme. Menghadapi *Deepfake* (krisis disinformasi AI). Bantahan retoris tidak cukup. Diperlukan forensik digital yang divalidasi, transparansi hasil analisis ke publik (edukasi), dan penegakan hukum siber (Cybercrime Polri).",TIK
82,TKP,"Anda adalah admin utama server kependudukan. Atasan Anda, demi mengejar penghargaan 'Smart City' yang di-deadline besok, menginstruksikan Anda untuk meniadakan enkripsi data (mematikan pengaman *database*) sementara waktu agar sistem berjalan lebih cepat dan responsif saat dinilai tim penilai. Risiko kebocoran data sangat masif. Tindakan Anda...",Mengikuti instruksi tersebut namun membuat surat pernyataan bahwa Anda tidak bertanggung jawab jika data bocor,Mematikan enkripsi sesuai perintah karena penghargaan 'Smart City' akan menaikkan anggaran dinas tahun depan,"Menolak instruksi tersebut secara absolut dengan memaparkan landasan hukum pelindungan data pribadi (UU PDP), memberikan simulasi risiko *breach* (kebocoran) yang dapat berujung pidana bagi pimpinan, dan menawarkan optimasi kode program (*query tuning*) tanpa mengorbankan enkripsi",Melaporkan atasan Anda ke polisi karena melakukan percobaan kejahatan siber,Mengundurkan diri dari jabatan admin IT pada detik itu juga,4,3,5,2,1,"TIK & Profesionalisme. Integritas data tidak bisa dikorbankan demi kecepatan/pencitraan (*Security vs Usability*). Menolak dengan simulasi risiko hukum bagi pimpinan, dipadukan dengan solusi teknis (*query tuning*) adalah *problem solving* tingkat arsitek sistem.",TIK
83,TKP,Sebuah perusahaan swasta pemenang tender IT menanamkan '*backdoor*' (pintu belakang rahasia) pada perangkat lunak (*software*) yang digunakan instansi Anda untuk memata-matai kebijakan ekonomi negara. Anda menemukan baris kode mencurigakan tersebut saat *audit source code*. Langkah Anda...,Memeras perusahaan swasta tersebut agar membayar Anda milyaran rupiah untuk tutup mulut,Langsung mempublikasikan temuan ini ke media internasional agar perusahaan tersebut bangkrut,"Mengisolasi *server* secara diam-diam (*sandboxing*), merekam bukti paket data *backdoor* tersebut untuk diserahkan kepada BSSN dan BIN sebagai tindakan kontra-intelijen, sebelum membongkar kontrak perusahaan tersebut secara hukum",Menghapus baris kode tersebut sendiri dan bertindak seolah-olah tidak terjadi apa-apa,Meminta bantuan *hacker* asing untuk membalas menyerang sistem perusahaan tersebut,4,3,5,2,1,TIK & Bela Negara. Spionase Siber (Cyber Espionage). Menemukan *backdoor* korporat/asing. Menghapus sendiri menghilangkan barang bukti. Publikasi memicu kepanikan. *Sandboxing* (isolasi) dan eskalasi ke intelijen negara (BSSN/BIN) adalah standar operasi kontra-intelijen siber (Bela Negara).,TIK
