number,segment,content,option_a,option_b,option_c,option_d,option_e,score_a,score_b,score_c,score_d,score_e,discussion,sub_category
62,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q62_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q62_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q62_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q62_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q62_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q62_opt_E.png),0,0,5,0,0,Ketidaksamaan Geometri Persimpangan Garis. Dua garis lurus yang berpotongan akan selalu membentuk dua pasang sudut yang saling berpelurus (total 180 derajat). Sudut di E ($50 + 120 = 170$ derajat) menyalahi dalil persilangan garis lurus murni.,Ketidaksamaan Gambar
63,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q63_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q63_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q63_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q63_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q63_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q63_opt_E.png),5,0,0,0,0,"Serial Matriks Spasial Berjalan. Total matriks = 9 kotak. Pergerakan berurutan dari 1 hingga 9 (membaca teks). Langkah 1 adalah posisi awal (Kotak 1). Langkah ke-8 berarti titik tersebut berada di kotak ke-8. Kotak ke-8 dalam matriks 3x3 berada di Baris ke-3, Kolom ke-2 (karena baris 1=1,2,3; baris 2=4,5,6; baris 3=7,8,9).",Serial Gambar
64,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q64_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q64_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q64_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q64_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q64_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q64_opt_E.png),0,0,5,0,0,"Serial Pola Pertambahan Derajat/Angka. Pergerakan jarum adalah melompat. Dari 12 ke 3 (+3 jam). Dari 3 ke 7 (+4 jam). Dari 7 ke 12 (+5 jam). Maka pola selanjutnya adalah +6 jam. Dari 12 ditambah 6 jam, jarum akan menunjuk ke Angka 6. Jawaban: D.",Serial Gambar
65,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q65_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q65_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q65_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q65_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q65_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q65_opt_E.png),0,0,0,0,5,"Serial Logika Biner Spasial. Ini adalah representasi bit biner (luar, dalam) dengan Putih=0, Hitam=1. Tahap 1: 00 (0). Tahap 2: 10 (2) - wait, polanya: 00, 10, 01, 11 (0, 2, 1, 3). Mari ubah logika. Anggap bit Kanan (Luar), Kiri (Dalam). T1(00), T2(01), T3(10), T4(11). Ini berulang tiap 4 tahap. Tahap 7 adalah sisa 3 dari pembagian 4. Maka posisinya sama dengan Tahap 3 (Lingkaran dalam hitam/1, luar putih/0). Urutannya (Luar, Dalam) adalah Putih, Hitam.",Serial Gambar
66,TKP,"Sistem *database* kependudukan nasional sedang mengalami pemeliharaan rutin sehingga pelayanan harus dihentikan sementara. Seorang ayah datang dengan panik membawa surat pengantar operasi darurat untuk anaknya yang membutuhkan validasi NIK hari itu juga agar ditanggung BPJS. Sesuai SOP, Anda tidak bisa memprosesnya tanpa sistem. Sikap Anda...",Menolak dengan tegas dan menyuruhnya kembali besok karena SOP tidak bisa dilanggar oleh siapa pun,Meminta maaf dan menyarankan ayah tersebut untuk mencari pinjaman biaya operasi terlebih dahulu,"Menghubungi atasan dan pihak BPJS rumah sakit secara langsung untuk memberikan jaminan verifikasi manual sementara, sambil mencatat data warga untuk diinput seketika sistem pulih",Memaksa teknisi IT pusat untuk menyalakan sistem hanya untuk satu warga ini,Menyuruh warga tersebut memarahi teknisi IT karena ini bukan kesalahan Anda,4,3,5,2,1,"Pelayanan Publik. Pada level 90, SOP memang penting, namun *diskresi darurat kemanusiaan* (nyawa) menuntut ASN melakukan eskalasi dan koordinasi lintas instansi (BPJS/Atasan) untuk memberikan *guarantee* manual.",Pelayanan Publik
67,TKP,Instansi Anda menerapkan aplikasi presensi berbasis *geotagging* dan pengenalan wajah. Anda mengetahui ada celah keamanan (*bug*) di mana pegawai bisa memalsukan lokasi menggunakan aplikasi pihak ketiga. Beberapa rekan Anda sudah menggunakannya untuk bolos. Tindakan Anda...,"Ikut menggunakannya karena sistem yang salah, bukan pegawai",Melaporkan rekan-rekan Anda secara anonim ke Inspektorat agar mereka dipecat,"Mengumpulkan bukti teknis celah tersebut, menyusun laporan tertulis, dan menyerahkannya langsung kepada tim pengembang IT atau pimpinan untuk segera di-patch (diperbaiki)",Mengingatkan rekan-rekan Anda untuk berhati-hati agar tidak ketahuan atasan,Mendiamkan saja karena Anda tidak ingin ikut campur urusan IT,4,3,5,2,1,TIK & Profesionalisme. Fokus pada perbaikan sistem (solusi sistemik) lebih bernilai daripada sekadar menghukum atau diam. Menyusun laporan teknis ke pengembang adalah tindakan *problem solving* tingkat tinggi.,TIK
68,TKP,Anda diangkat menjadi pimpinan proyek di daerah yang kental dengan budaya patriarki. Mayoritas anggota tim ahli Anda adalah pria senior yang secara kultural enggan menerima arahan dari seorang wanita muda seperti Anda. Strategi kepemimpinan Anda...,Meminta mutasi ke daerah lain yang lebih berpikiran terbuka,Memimpin dengan gaya otoriter dan memberikan sanksi bagi siapa saja yang membantah,"Membangun otoritas melalui kompetensi dan data, melakukan pendekatan komunikasi asertif namun tetap menghormati nilai senioritas kultural mereka dalam interaksi informal",Menyerahkan tugas manajerial kepada wakil Anda yang seorang pria agar pekerjaan lancar,Menyindir budaya patriarki mereka di setiap rapat agar mereka sadar,4,3,5,2,1,Sosial Budaya & Jejaring Kerja. *Breaking the bias* di daerah kultural tidak bisa dengan konfrontasi (E) atau otoriter (B). Membangun otoritas lewat pembuktian kompetensi (data) sambil menghormati kearifan lokal adalah ciri pemimpin matang.,Sosial Budaya
69,TKP,Seorang penceramah agama yang diundang resmi oleh kantor Anda untuk mengisi tausiah rutin mulai melenceng dari materi dan menyisipkan narasi yang mendiskreditkan ideologi Pancasila serta membenarkan tindakan intoleransi. Anda bertugas sebagai pembawa acara (MC). Tindakan taktis Anda...,Membiarkan penceramah menyelesaikan materinya karena menghormati tamu undangan,Langsung mematikan mikrofon penceramah dari ruang kontrol audio,"Secara taktis menginterupsi dengan alasan waktu sudah habis atau ada agenda mendesak pimpinan, mengambil alih forum, lalu memberikan *closing statement* yang menyejukkan dan menegaskan nilai kebangsaan",Merekam ceramah tersebut untuk diviralkan agar penceramah tersebut ditangkap,Naik ke panggung dan mendebat penceramah tersebut di depan seluruh pegawai,4,3,5,2,1,"Anti-radikalisme & Profesionalisme. Mitigasi paparan radikalisme di ruang publik kedinasan. Menghentikan secara taktis (alasan waktu) mencegah konflik fisik/rasa malu institusi, diikuti *debriefing* (closing statement) untuk menetralisir narasi.",Anti-radikalisme
70,TKP,"Dalam penyusunan anggaran, atasan Anda menginstruksikan untuk 'menitipkan' sejumlah dana fiktif pada pos kegiatan Anda untuk keperluan hiburan pimpinan pusat yang akan berkunjung. Jika menolak, nilai kinerja Anda akan dibuat buruk. Sikap Anda...",Merekam instruksi atasan dan memerasnya agar Anda juga mendapat bagian,Menerima instruksi tersebut karena tanggung jawab penuh ada pada atasan yang memerintahkan,"Menolak dengan halus namun tegas dengan menyajikan rincian anggaran riil, dan jika tetap dipaksa, Anda menggunakan instrumen *Whistleblowing System* dengan melampirkan bukti",Menuruti perintahnya sedikit saja agar posisi Anda aman namun negara tidak terlalu rugi,Mengundurkan diri dari jabatan pembuat komitmen agar tidak terlibat,4,3,5,2,1,Profesionalisme (Integritas). Menghadapi *fraud* dari atasan (*abuse of power*). ASN wajib menolak perintah yang melanggar hukum Tipikor. Eskalasi ke WBS adalah perlindungan hukum bagi pelapor berintegritas.,Profesionalisme
71,TKP,"Anda adalah staf humas. Sebuah video yang dipotong di luar konteks viral di X (Twitter), menarasikan seolah-olah instansi Anda bertindak rasis terhadap warga. Netizen menyerang akun resmi secara brutal. Manajemen krisis digital Anda...",Menonaktifkan seluruh akun media sosial instansi sampai situasi reda,Membalas komentar netizen dengan argumen hukum dan mengancam UU ITE,"Menyusun rilis pers resmi, merilis video rekaman CCTV/asli yang tidak terpotong (raw footage) dengan penjelasan objektif, dan menyebarkannya melalui berbagai kanal media mainstream untuk *counter-narrative*",Mencari akun pertama penyebar video dan menyebarkan data pribadinya (doxing),Membiarkan saja karena netizen akan lupa dengan sendirinya minggu depan,4,3,5,2,1,"TIK & Pelayanan Publik. Krisis komunikasi digital (*cancel culture*) harus dilawan dengan transparansi data objektif (*raw footage* CCTV) dan rilis pers resmi, bukan dengan debat emosional atau ancaman.",TIK
72,TKP,"Rekan kerja di meja sebelah Anda baru saja kehilangan anaknya akibat sakit. Ia mulai bekerja kembali, namun sering terlihat melamun, menangis diam-diam, dan pekerjaannya banyak yang terbengkalai sehingga menghambat target divisi. Langkah Anda...",Meminta HRD untuk memaksanya mengambil cuti panjang agar divisi tidak terhambat,Mengerjakan seluruh pekerjaannya tanpa memberitahunya agar ia bisa beristirahat,"Mendekatinya dengan empati, menawarkan diri mendengarkan keluhannya, dan berkoordinasi dengan atasan untuk merestrukturisasi atau meringankan beban kerjanya sementara waktu hingga ia pulih secara psikologis",Menegurnya agar memisahkan urusan pribadi dan profesionalisme kerja,Membiarkan saja karena duka adalah hal yang wajar,4,3,5,2,1,Jejaring Kerja & Profesionalisme. Kecerdasan emosional tinggi (*empathy*). Solusi Bintang 5 memadukan dukungan psikologis dengan solusi manajerial (restrukturisasi tugas sementara via atasan) agar organisasi tetap berjalan dan rekan tetap pulih.,Jejaring Kerja
73,TKP,"Di daerah tempat Anda bertugas, warga memiliki kepercayaan kuat pada obat-obatan dukun lokal. Terjadi wabah penyakit menular, namun warga menolak intervensi medis dari pemerintah karena dianggap bertentangan dengan kepercayaan lokal. Sebagai koordinator tim kesehatan, strategi Anda...",Memaksa warga untuk dirawat secara medis dengan pengawalan polisi dan TNI,Meninggalkan daerah tersebut karena warga tidak mau ditolong,"Melakukan pendekatan dialogis dengan dukun lokal dan tetua adat, mengintegrasikan penjelasan medis dengan bahasa kearifan lokal, dan menjadikan tokoh tersebut sebagai mitra edukasi kesehatan",Memberikan uang kepada warga agar mereka mau meminum obat medis,Mengancam akan mencabut bantuan sosial jika warga tetap menolak,4,3,5,2,1,"Sosial Budaya & Jejaring Kerja. Resistensi budaya harus diatasi dengan menggandeng *gatekeeper* (dukun/tetua adat) sebagai mitra komunikasi (kolaborasi), bukan menjadikannya musuh. Ini menjamin keberlanjutan program.",Sosial Budaya
74,TKP,"Anda ditunjuk mewakili instansi dalam kelompok kerja (*Pokja*) lintas kementerian. Dalam pokja tersebut, terdapat ego sektoral yang sangat kental di mana setiap instansi hanya memikirkan kepentingannya sendiri. Rapat pertama berjalan buntu. Langkah Anda...",Menarik diri dari perdebatan dan menjadi pendengar pasif,Mengadukan kebuntuan tersebut kepada menteri agar mereka ditegur,"Mengambil inisiatif memetakan irisan tujuan (common goals) dari setiap instansi, mempresentasikan *win-win solution*, dan mengajak semua pihak fokus pada *output* nasional",Berusaha memaksakan kehendak instansi Anda agar terlihat dominan dan kuat,Membubarkan rapat dan meminta jadwal ulang dengan delegasi yang berbeda,4,3,5,2,1,"Jejaring Kerja. Kepemimpinan kolaboratif (*collaborative leadership*). Mengurai ego sektoral dengan mencari *common ground* (irisan tujuan) dan berfokus pada hasil nasional, bukan ego instansi.",Jejaring Kerja
75,TKP,Sistem *e-procurement* (lelang elektronik) instansi Anda mengharuskan dokumen diunggah dalam format PDF maksimal 2MB. Seorang pengusaha dari daerah pelosok yang menjadi mitra lama instansi kesulitan mengecilkan ukuran *file* dan batas waktu tinggal 15 menit. Ia menelpon Anda meminta kelonggaran dikirim via WhatsApp. Sikap Anda...,Menerima dokumen via WhatsApp karena ia mitra lama dan Anda merasa kasihan,"Menolak dengan tegas karena sistem tidak bisa diakali, dan membiarkannya gagal","Memandunya secara cepat melalui telepon untuk menggunakan kompresor PDF *online* gratis, agar ia tetap bisa mengunggahnya langsung ke dalam sistem sebelum batas waktu",Meminta *password*-nya agar Anda yang membantu mengunggahkannya dari kantor,Menyuruhnya mengirim dokumen fisik saja melalui pos,4,3,5,2,1,Pelayanan Publik & TIK. Integritas sistem (e-procurement) tidak boleh dilanggar (tidak boleh via WA/minta password). Solusi Bintang 5 adalah mengedukasi literasi TIK (memandu kompresi) secara cepat (*agile assistance*).,TIK
76,TKP,"Seorang kerabat dekat yang membiayai kuliah Anda dulu kini mencalonkan diri sebagai kepala daerah. Ia meminta Anda, seorang ASN, untuk hadir dan memberikan sambutan singkat dalam kampanye tertutupnya. Sebagai wujud balas budi, ia berjanji mempromosikan Anda kelak. Sikap Anda...",Hadir dengan menggunakan masker dan kacamata hitam agar tidak dikenali,Menolak dengan alasan sedang sakit parah pada hari tersebut,"Menolak dengan sopan, menjelaskan kode etik netralitas ASN yang diatur undang-undang, dan menawarkan bentuk dukungan moral berupa doa tanpa keterlibatan politik praktis",Hadir dan memberikan sambutan namun tidak mengajak audiens untuk memilihnya,Melaporkan kerabat tersebut ke Bawaslu karena telah mengajak ASN berpolitik,4,3,5,2,1,Profesionalisme (Integritas). Netralitas ASN mutlak (UU ASN). Menolak permintaan penyandang dana (balas budi) butuh keberanian moral. Menyampaikan penolakan dengan edukasi hukum (SOP) dan sopan santun adalah resolusi terbaik.,Profesionalisme
77,TKP,Anda sedang menyusun draf peraturan daerah tentang tata ruang. Anda menemukan bahwa draf yang disiapkan oleh tim konsultan ternyata akan melegalkan penggusuran wilayah masyarakat hukum adat yang diakui negara. Atasan mendesak draf segera disahkan. Tindakan Anda...,Merevisi draf tersebut secara diam-diam tanpa sepengetahuan konsultan dan atasan,Mengikuti perintah atasan karena tanggung jawab ada pada pimpinan,"Menyusun nota analisis hukum (legal opinion) yang memaparkan risiko pelanggaran HAM konstitusional dan potensi sengketa hukum di masa depan, lalu mempresentasikan usulan *redrafting* kepada atasan",Membocorkan draf tersebut ke LSM lingkungan agar mereka melakukan demonstrasi,Menolak mengerjakan tugas tersebut dan meminta mutasi ke bagian lain,4,3,5,2,1,"Profesionalisme & Sosial Budaya. ASN teknokrat harus mencegah cacat hukum sebelum disahkan. Nota dinas (*legal opinion*) adalah argumen birokrasi yang paling kuat, elegan, dan profesional untuk menolak kebijakan berisiko.",Profesionalisme
78,TKP,"Anda adalah admin jaringan kantor. Anda mendeteksi lalu lintas data tidak wajar dari komputer atasan Anda. Setelah dicek, komputer atasan telah terinfeksi *malware* pencuri data negara karena beliau sering mengunduh aplikasi bajakan. Atasan Anda sangat anti-kritik. Langkah Anda...","Membiarkan saja karena itu komputer atasan, bukan wewenang Anda","Memutuskan koneksi internet komputer atasan, melakukan karantina perangkat untuk menghentikan kebocoran, lalu menghadap atasan dengan laporan teknis objektif untuk proses perbaikan",Menyebar luaskan kesalahan atasan tersebut ke grup kantor agar ia malu,Secara diam-diam menghapus *malware* tersebut tanpa memberitahu atasan,Melaporkannya langsung ke pihak kepolisian (Bareskrim Cyber),4,5,3,2,1,TIK & Profesionalisme. Keamanan siber negara (*cyber defense*) adalah prioritas utama (karantina perangkat segera). Menghadap atasan yang anti-kritik dengan *data log teknis objektif* mengurangi friksi personal.,TIK
79,TKP,"Dalam sebuah grup komunitas pemuda desa, seseorang membagikan artikel yang memutarbalikkan fakta sejarah bangsa, menarasikan bahwa para pendiri bangsa adalah pengkhianat dan mengajak menolak pemerintahan. Beberapa pemuda mulai terpengaruh. Langkah proaktif Anda...",Memaki penyebar artikel tersebut dan menantangnya berkelahi,Melaporkan grup tersebut ke polisi agar semua anggotanya ditangkap,"Membagikan tautan dari jurnal sejarah atau situs resmi pemerintah (seperti ANRI) yang kredibel untuk meluruskan fakta secara rasional, serta mengingatkan sanksi hukum penyebaran disinformasi makar",Keluar dari grup karena Anda tidak ingin terlibat masalah politik,Meminta kepala desa membubarkan komunitas pemuda tersebut,4,3,5,2,1,Anti-radikalisme & TIK. Kontra-radikalisasi dan *debunking* hoaks sejarah di tingkat akar rumput. Menggunakan literatur resmi (*counter-narrative* kredibel) lebih efektif menyelamatkan *mindset* pemuda daripada sekadar lapor polisi secara pasif.,Anti-radikalisme
80,TKP,"Anda menjadi delegasi pertukaran budaya ASN di luar negeri. Di sana, seorang pejabat negara tuan rumah mengkritik tajam budaya Indonesia yang ia anggap lamban, terlalu banyak basa-basi, dan tidak efisien. Respons Anda di forum tersebut...",Marah dan meninggalkan forum (walk out) sebagai bentuk protes diplomatik,Mengiyakan kritikannya karena Anda juga sering merasa birokrasi Indonesia lamban,"Menanggapi dengan tenang, menjelaskan nilai-nilai filosofis *local wisdom* seperti musyawarah dan gotong royong yang mengutamakan harmoni, sekaligus memaparkan transformasi digital birokrasi Indonesia terkini",Membalas dengan mengkritik kelemahan budaya negara tuan rumah tersebut,Diam dan tersenyum saja agar tidak merusak hubungan diplomatik,4,3,5,2,1,Sosial Budaya & Profesionalisme. *Cultural diplomacy*. Membela martabat bangsa secara intelektual. Menjelaskan nilai filosofis (Sila ke-4) dan *update* kemajuan (transformasi TIK) adalah cara membungkam stereotip tanpa bersikap reaktif/emosional.,Sosial Budaya
81,TKP,"Masa pendaftaran sebuah program bantuan pemerintah ditutup pukul 15.00 WIB sesuai sistem. Pukul 14.58 WIB, jaringan internet kantor Anda terputus akibat galian kabel optik. Banyak warga di depan Anda yang proses inputnya belum selesai dan menangis memohon. Tindakan Anda...",Mengusir warga karena sistem sudah ditutup dan internet mati,Menyalahkan operator internet di depan warga agar mereka mengerti,"Mencatat seluruh dokumen dan waktu kedatangan warga secara manual (time stamp), membuat Berita Acara Gangguan Jaringan yang ditandatangani atasan, dan memproses data mereka saat jaringan pulih dengan pengajuan *override* sistem",Menyuruh warga untuk pergi ke warnet mencari sinyal sendiri,Berpura-pura sibuk di belakang meja sampai warga pulang sendiri,4,3,5,2,1,Pelayanan Publik & TIK. *Force Majeure* teknologi. Membuat Berita Acara *downtime* dengan *time stamp* manual adalah perlindungan legal bagi ASN sekaligus jaminan pelayanan berkeadilan bagi warga yang sudah antre sebelum jam tutup.,Pelayanan Publik
82,TKP,Anda mengetahui bahwa rekan kerja satu tim Anda diam-diam mengerjakan pekerjaan *freelance* desain grafis menggunakan perangkat dan *software* berlisensi milik kantor saat jam kerja. Ia membagi sebagian hasil proyeknya kepada anggota tim lain agar mereka tutup mulut. Anda ditawari bagian tersebut. Sikap Anda...,Menerima uang tersebut dengan senang hati karena menguntungkan,Menolak uang tersebut secara diam-diam namun tidak menegurnya,"Menolak dengan tegas, menegurnya tentang etika penggunaan fasilitas negara (*IT Use Policy*), dan jika ia tetap berulah, melaporkannya ke pimpinan agar tidak terjadi penyalahgunaan wewenang kolektif",Menerima uang tersebut namun disumbangkan ke panti asuhan,Melaporkannya ke media massa agar ia malu,4,3,5,2,1,Profesionalisme & TIK. Fasilitas negara tidak boleh untuk kepentingan komersial pribadi (*Conflict of Interest*). Menolak suap tutup mulut dan berani melakukan eskalasi disiplin menunjukkan integritas tinggi.,Profesionalisme
83,TKP,Anda mendapat tugas memverifikasi izin pembukaan sekolah asrama. Laporan dari warga sekitar menyebutkan ada kurikulum tersembunyi (*hidden curriculum*) yang mengajarkan anti-Pancasila dan latihan fisik semi-militer tertutup di sana. Dokumen administratif mereka di atas meja sangat lengkap dan sempurna. Tindakan Anda...,Mengeluarkan izinnya karena secara administratif semua syarat sudah terpenuhi sempurna,Menahan izin tersebut secara sepihak selamanya tanpa alasan yang jelas,"Menunda penerbitan izin, membentuk tim investigasi gabungan (Kesbangpol, Kemenag, Intelijen Daerah) untuk melakukan audit lapangan mendalam (fact-finding) terkait indikasi radikalisme sebelum mengambil keputusan",Langsung memanggil polisi untuk menggerebek asrama tersebut,Mengembalikan berkas dan menyuruh mereka pindah ke daerah lain,4,3,5,2,1,Anti-radikalisme & Jejaring Kerja. Administrasi rapi sering menjadi kedok kelompok radikal. Membentuk *task force* gabungan lintas instansi (Intel/Kesbangpol) adalah langkah verifikasi faktual (*due diligence*) yang paling komprehensif.,Anti-radikalisme
84,TKP,"Dalam instansi Anda, terbentuk dua kubu (*clique*) senior yang saling bersaing tidak sehat. Anda sebagai staf baru yang potensial sering ditarik oleh kedua kubu untuk dijadikan 'alat' menyerang kubu lawan. Sikap Anda...",Bergabung dengan kubu yang pimpinannya lebih memiliki kuasa,Mengadu domba kedua kubu agar Anda mendapatkan keuntungan dari kekacauan,"Menjaga jarak profesional yang sama dengan semua pihak, menolak diplomatis setiap ajakan politik kantor, dan hanya berfokus pada kolaborasi berbasis target kinerja tugas pokok dan fungsi",Mengundurkan diri karena tidak tahan dengan *toxic environment*,Melaporkan kedua kubu tersebut kepada menteri agar dibubarkan,4,3,5,2,1,"Jejaring Kerja & Profesionalisme. Menavigasi *office politics*. Menjaga netralitas, bersikap asertif menolak intrik, dan membuktikan diri lewat kinerja (*performance-based*) adalah pelindung karir terbaik bagi pegawai baru.",Jejaring Kerja
85,TKP,Instansi Anda mengimplementasikan tanda tangan elektronik (*Digital Signature*) tersertifikasi untuk semua surat menyurat. Atasan Anda yang gaptek meminta Anda menyimpan kunci privat (*Private Key / Passphrase*) miliknya dan meminta Anda saja yang menandatangani semua dokumen atas namanya. Langkah Anda...,Menuruti perintahnya karena itu mempermudah proses administrasi,Menolak dengan tegas dan membentaknya karena ia melanggar hukum siber,"Menjelaskan secara asertif bahwa *Private Key* bersifat non-repudiasi (tidak bisa disangkal) dan bernilai hukum mengikat bagi pribadinya, lalu Anda membimbingnya secara sabar untuk menggunakan aplikasi tersebut di ponsel/laptopnya sendiri",Menggunakan *Private Key* tersebut hanya untuk dokumen yang Anda anggap tidak penting,Mendesain aplikasi lain yang lebih mudah untuk digunakan oleh atasan,4,3,5,2,1,TIK & Profesionalisme. Tanda tangan elektronik tersertifikasi setara dengan tanda tangan basah secara hukum. *Non-repudiation* adalah prinsip TIK krusial. Mengedukasi atasan tentang risiko hukum dan membimbingnya adalah solusi *expert*.,TIK
86,TKP,"Sebagai seorang pamong praja di kecamatan, Anda menghadapi konflik antara warga pendatang yang mendirikan tempat usaha di lahan sengketa dan warga asli yang merasa tanah ulayatnya dirampas. Kedua pihak membawa senjata tajam dan siap bentrok. Tindakan *first-response* Anda...",Bersembunyi di kantor kecamatan hingga polisi datang mengamankan situasi,Membela warga asli karena mereka adalah penduduk lokal yang memiliki hak lebih,"Segera berkoordinasi dengan Polsek dan Danramil, turun langsung tanpa senjata, menggunakan tokoh agama/adat kedua belah pihak untuk meredam emosi massa (cooling down), lalu memfasilitasi dialog mediasi di kantor camat",Membela warga pendatang karena mereka membawa investasi ekonomi bagi kecamatan,Menyuruh kedua belah pihak untuk saling bunuh agar sengketa cepat selesai,4,3,5,2,1,Sosial Budaya & Jejaring Kerja. Manajemen resolusi konflik di akar rumput. *Cooling system* menggunakan pendekatan lintas sektor (Aparat keamanan + Tokoh Adat/Agama) untuk de-eskalasi fisik menuju meja dialog.,Sosial Budaya
87,TKP,Anda adalah pemeriksa pajak. Anda menemukan indikasi penghindaran pajak (*tax evasion*) ratusan miliar dari sebuah perusahaan. Pihak perusahaan mengirimkan utusan yang menjanjikan beasiswa penuh ke luar negeri untuk kedua anak Anda jika kasus ini 'ditutup'. Sikap Anda...,Menerima beasiswa tersebut karena pendidikan anak adalah hal yang sangat mulia,"Pura-pura menyetujui, lalu Anda memeras perusahaan tersebut lebih besar lagi","Menolak secara tegas, mendokumentasikan upaya penyuapan tersebut, melaporkannya ke atasan dan internal *compliance*, serta memperdalam audit forensik terhadap perusahaan tersebut",Menolak halus namun tetap memperlambat proses pemeriksaan karena takut ancaman fisik,Membocorkan kasus ini ke sosial media agar perusahaan tersebut dihujat publik,4,3,5,2,1,Profesionalisme (Integritas). Menolak gratifikasi lintas generasi (beasiswa anak). Pendokumentasian upaya suap dan audit forensik yang lebih dalam menunjukkan keteguhan integritas abdi negara pelindung penerimaan negara.,Profesionalisme
88,TKP,Kantor Anda menerapkan sistem berbagi ruang kerja (*hot-desking*). Rekan Anda yang memiliki alergi parah (asma) sering mengeluhkan rekan lain yang menyemprotkan parfum menyengat atau pengharum ruangan berlebihan di area *hot-desk*. Tidak ada aturan tertulis tentang hal ini. Tindakan Anda...,Memarahi rekan-rekan yang memakai parfum karena tidak punya empati,Menyuruh rekan yang asma untuk memakai masker gas atau bekerja dari rumah saja,"Menginisiasi penyusunan 'Kesepakatan Etika Bersama' (*Code of Conduct*) ruang kerja inklusif yang disetujui pimpinan, mengatur pembatasan alergen/aroma menyengat demi kesehatan kerja bersama",Membiarkan saja karena memakai parfum adalah hak asasi setiap orang,Membeli *air purifier* (penjernih udara) menggunakan uang pribadi Anda,4,3,5,2,1,Sosial Budaya & Jejaring Kerja. Mengakomodasi kebutuhan medis/inklusi (*Occupational Health*). Menginisiasi regulasi internal (*Code of Conduct*) adalah solusi struktural dan beradab untuk menyelesaikan konflik etika ruang publik.,Jejaring Kerja
