number,segment,content,option_a,option_b,option_c,option_d,option_e,score_a,score_b,score_c,score_d,score_e,discussion,sub_category
62,TIU,![Soal](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q62/serial_prob_1773849821937.png) **Serial Gambar:** Perhatikan urutan perubahan gambar. Tentukan gambar selanjutnya yang paling tepat untuk melengkapi deret tersebut:,![A](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q62/opt_a_1773849822053.png),![B](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q62/opt_b_1773849822189.png),![C](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q62/opt_c_1773849822313.png),![D](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q62/opt_d_1773849822430.png),![E](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q62/opt_e_1773849822535.png),0,0,5,0,0,"**Serial Gambar.** Urutan gambar menunjukkan adanya perubahan elemen secara bertahap (sekuensial) dengan aturan: • Jumlah atau Posisi: Tetap (Konstan)\n• Bentuk (Shape): Tetap (Konstan)\n• Ukuran: Distribusi Tiga Unsur (Siklus Berulang)\n• Warna atau Intensitas/Arsir: Tetap (Konstan)\n• Jumlah atau Posisi: Tetap (Konstan)\n• Bentuk (Shape): Distribusi Tiga Unsur (Siklus Berulang)\n• Ukuran: Aritmatika (Penjumlahan/Pengurangan)\n• Warna atau Intensitas/Arsir: Perkembangan (Meningkat/Menurun). Mengikuti alur dari tiga gambar pertama, maka gambar yang tepat untuk melengkapi kotak keempat adalah opsi **C**.",Serial Gambar
63,TIU,![Soal](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q63/serial_prob_1773849822649.png) **Serial Gambar:** Perhatikan urutan perubahan gambar. Tentukan gambar selanjutnya yang paling tepat untuk melengkapi deret tersebut:,![A](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q63/opt_a_1773849822767.png),![B](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q63/opt_b_1773849822873.png),![C](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q63/opt_c_1773849823005.png),![D](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q63/opt_d_1773849823118.png),![E](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q63/opt_e_1773849823220.png),5,0,0,0,0,"**Serial Gambar.** Urutan gambar menunjukkan adanya perubahan elemen secara bertahap (sekuensial) dengan aturan: • Position: Perkembangan (Meningkat/Menurun)\n• Bentuk (Shape): Tetap (Konstan)\n• Ukuran: Perkembangan (Meningkat/Menurun)\n• Warna atau Intensitas/Arsir: Distribusi Tiga Unsur (Siklus Berulang). Mengikuti alur dari tiga gambar pertama, maka gambar yang tepat untuk melengkapi kotak keempat adalah opsi **A**.",Serial Gambar
64,TIU,![Soal](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q64/serial_prob_1773849823351.png) **Serial Gambar:** Perhatikan urutan perubahan gambar. Tentukan gambar selanjutnya yang paling tepat untuk melengkapi deret tersebut:,![A](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q64/opt_a_1773849823796.png),![B](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q64/opt_b_1773849823923.png),![C](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q64/opt_c_1773849824051.png),![D](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q64/opt_d_1773849824166.png),![E](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q64/opt_e_1773849824300.png),0,5,0,0,0,"**Serial Gambar.** Urutan gambar menunjukkan adanya perubahan elemen secara bertahap (sekuensial) dengan aturan: • Jumlah atau Posisi: Tetap (Konstan)\n• Bentuk (Shape): Distribusi Tiga Unsur (Siklus Berulang)\n• Ukuran: Tetap (Konstan)\n• Warna atau Intensitas/Arsir: Tetap (Konstan)\n• Jumlah atau Posisi: Tetap (Konstan)\n• Bentuk (Shape): Tetap (Konstan)\n• Ukuran: Distribusi Tiga Unsur (Siklus Berulang)\n• Warna atau Intensitas/Arsir: Perkembangan (Meningkat/Menurun). Mengikuti alur dari tiga gambar pertama, maka gambar yang tepat untuk melengkapi kotak keempat adalah opsi **B**.",Serial Gambar
65,TIU,![Soal](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q65/serial_prob_1773849824444.png) **Serial Gambar:** Perhatikan urutan perubahan gambar. Tentukan gambar selanjutnya yang paling tepat untuk melengkapi deret tersebut:,![A](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q65/opt_a_1773849824797.png),![B](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q65/opt_b_1773849824901.png),![C](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q65/opt_c_1773849825012.png),![D](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q65/opt_d_1773849825122.png),![E](https://upykjfjmfpwegqrbgeoa.supabase.co/storage/v1/object/public/exam-assets/Latihan3_Figural/Q65/opt_e_1773849825251.png),0,0,5,0,0,"**Serial Gambar.** Urutan gambar menunjukkan adanya perubahan elemen secara bertahap (sekuensial) dengan aturan: • Position: Distribusi Tiga Unsur (Siklus Berulang)\n• Bentuk (Shape): Distribusi Tiga Unsur (Siklus Berulang)\n• Ukuran: Tetap (Konstan)\n• Warna atau Intensitas/Arsir: Aritmatika (Penjumlahan/Pengurangan). Mengikuti alur dari tiga gambar pertama, maka gambar yang tepat untuk melengkapi kotak keempat adalah opsi **C**.",Serial Gambar
66,TKP,Anda bertugas di loket pelayanan. Sistem antrean tiba-tiba *error* dan warga mulai ricuh karena antrean menjadi tidak beraturan. Seorang warga lansia yang sudah menunggu lama tampak kelelahan. Sikap Anda...,Meminta satpam untuk menertibkan warga agar Anda bisa fokus memperbaiki sistem,"Mengambil inisiatif mencatat antrean secara manual, memprioritaskan lansia tersebut untuk duduk dan dilayani lebih dulu, lalu menjelaskan situasi dengan tenang kepada warga lain",Menutup loket sementara waktu sampai teknisi IT selesai memperbaiki sistem antrean,Meminta warga untuk bersabar karena kerusakan sistem bukan kesalahan Anda,Mempersilakan lansia tersebut masuk ke ruang staf untuk beristirahat sambil menunggu sistem pulih,4,5,3,2,1,"Pelayanan Publik. Proaktif mengatasi krisis (pencatatan manual), komunikatif (menjelaskan dengan tenang), dan responsif terhadap kaum rentan (memprioritaskan lansia).",Pelayanan Publik
67,TKP,"Kantor Anda meluncurkan layanan aduan berbasis aplikasi, namun warga di daerah Anda mayoritas belum melek teknologi. Banyak aduan akhirnya disampaikan melalui media sosial pribadi Anda. Tindakan Anda...",Mengabaikan aduan di media sosial pribadi karena itu bukan kanal resmi kantor,Membalas satu per satu di media sosial dan mengarahkan mereka untuk datang langsung ke kantor saja,"Membuat konten tutorial sederhana cara penggunaan aplikasi tersebut di media sosial Anda, sambil tetap membantu meneruskan aduan mendesak ke admin resmi kantor",Memarahi warga di media sosial karena tidak mau belajar menggunakan aplikasi resmi,Menutup akun media sosial Anda agar kehidupan pribadi tidak terganggu urusan pekerjaan,4,3,5,2,1,Pelayanan Publik & TIK. Mengedukasi masyarakat secara mandiri (tutorial) dan tetap menjembatani pelayanan (meneruskan ke admin) menunjukkan empati dan literasi digital tingkat tinggi.,Pelayanan Publik
68,TKP,Seorang rekan dari divisi lain meminta data mentah warga yang bersifat rahasia untuk keperluan riset pribadinya. Ia berjanji tidak akan menyebarkannya. Anda dan dia adalah teman dekat sejak kuliah. Sikap Anda...,Memberikannya karena percaya ia tidak akan menyebarkannya,Menolak dengan tegas dan menjauhinya karena ia tidak profesional,"Menolak secara halus dengan menjelaskan aturan kerahasiaan data (SOP), lalu menawarkan bantuan data agregat (statistik) yang sudah dipublikasi secara resmi",Meminta izin terlebih dahulu kepada atasan sebelum memberikannya,Memberikan sebagian data saja agar pertemanan tetap terjaga,4,3,5,2,1,Profesionalisme & Jejaring Kerja. Menjaga kerahasiaan data adalah kewajiban profesional. Menolak dengan halus (SOP) dan memberikan alternatif (data agregat) menjaga hubungan personal tanpa melanggar aturan.,Profesionalisme
69,TKP,"Anda adalah ketua tim proyek. Salah satu anggota tim selalu menunda pekerjaannya hingga mendekati *deadline*, namun hasil kerjanya selalu bagus dan dapat diandalkan. Hal ini membuat anggota tim lain merasa cemas. Langkah Anda...",Membiarkan saja karena pada akhirnya pekerjaannya selalu selesai dengan baik,Memarahi anggota tersebut di depan tim agar ia merasa malu dan berubah,Memindahkannya ke tim lain karena gaya kerjanya merusak dinamika kelompok,"Berdiskusi empat mata untuk menyamakan persepsi, mengapresiasi kualitas kerjanya, namun menetapkan target capaian harian/mingguan (milestone) agar tidak menimbulkan kecemasan tim",Memberikan seluruh tugas penting kepadanya karena ia terbukti mampu mengerjakannya,4,3,2,5,1,Jejaring Kerja. Menghargai kualitas kerja namun tetap mengelola manajemen waktu tim secara asertif melalui penetapan *milestone* agar ritme kerja kolaboratif tetap terjaga.,Jejaring Kerja
70,TKP,"Di instansi tempat Anda bekerja, terdapat tradisi makan siang bersama setiap hari Jumat. Anda ditempatkan di ruangan yang mayoritas anggotanya berbeda budaya dan agama dengan Anda. Beberapa makanan yang disajikan pantang untuk Anda konsumsi. Sikap Anda...",Menghindari acara makan bersama tersebut dengan alasan banyak pekerjaan,"Membawa bekal sendiri dari rumah dan tetap bergabung di meja makan, menghargai kebersamaan sambil menjelaskan dengan sopan mengenai pantangan Anda",Meminta panitia acara untuk hanya menyajikan makanan yang bisa dimakan oleh semua orang,Ikut makan saja sedikit untuk menghargai mereka meskipun melanggar pantangan,Protes kepada atasan karena tradisi tersebut tidak inklusif,4,5,3,2,1,Sosial Budaya. Tetap berbaur (membawa bekal) dan berkomunikasi dengan asertif menunjukkan kemampuan adaptasi sosial dan toleransi tinggi tanpa harus mengorbankan prinsip pribadi.,Sosial Budaya
71,TKP,"Dalam sebuah grup WhatsApp kantor, seorang senior membagikan tautan berita yang terindikasi hoaks dan mengandung ujaran kebencian terhadap kelompok minoritas tertentu. Sikap Anda...",Langsung keluar (*left*) dari grup tersebut sebagai bentuk protes diam-diam,Menyerang argumen senior tersebut di grup agar anggota lain tahu bahwa itu hoaks,"Secara pribadi (japri) mengirimkan pesan yang sopan berisi tautan klarifikasi/fakta dari sumber terpercaya (turnbackhoax/Kominfo), agar ia bisa meralatnya sendiri di grup",Melaporkan senior tersebut ke pihak kepolisian atas tuduhan UU ITE,Diam saja karena tidak ingin memperpanjang masalah dan menghormati senior,4,3,5,2,1,"Anti-radikalisme & TIK. Mencegah penyebaran hoaks butuh keberanian, namun menegur senior secara privat (japri) dengan bukti fakta adalah cara efektif dan beretika untuk mencegah konflik ruang publik.",Anti-radikalisme
72,TKP,Instansi Anda mengadopsi perangkat lunak (*software*) akuntansi baru yang sangat kompleks. Anda lebih cepat memahami sistem tersebut dibanding rekan-rekan senior Anda yang mulai mengeluh dan ingin kembali ke sistem manual. Anda akan...,Fokus menyelesaikan pekerjaan Anda sendiri agar atasan melihat kinerja unggul Anda,Menertawakan keluhan mereka dan menyuruh mereka segera pensiun,Mengusulkan kepada atasan untuk membatalkan penggunaan *software* tersebut,Berinisiatif membuat panduan ringkas (PDF/Video singkat) dan menawarkan sesi bimbingan informal saat jam istirahat bagi rekan yang kesulitan,Mengerjakan pekerjaan rekan-rekan senior tersebut ke dalam sistem baru agar cepat selesai,4,3,2,5,1,"TIK & Jejaring Kerja. Responsif terhadap adaptasi teknologi tidak hanya untuk diri sendiri, tapi menggerakkan lingkungan sekitar (transfer knowledge) secara proaktif.",TIK
73,TKP,Anda mendapat tugas lapangan ke desa terpencil selama satu bulan. Masyarakat desa tersebut sangat tertutup terhadap orang luar dan menolak kedatangan Anda karena dianggap membawa budaya asing. Pendekatan awal Anda adalah...,Meninggalkan desa tersebut dan meminta atasan mengganti lokasi tugas,Memaksa masuk dengan membawa surat tugas resmi dari gubernur dan aparat kepolisian,"Mendekati tokoh adat/agama setempat terlebih dahulu, memperkenalkan diri dengan santun, mengikuti adat istiadat dasar mereka, dan meminta izin untuk berbaur",Mengabaikan penolakan mereka dan tetap menjalankan tugas secara diam-diam,Menyewa warga lokal dengan bayaran tinggi untuk menjadi pelindung Anda,4,3,5,2,1,Sosial Budaya. Menembus resistensi budaya lokal harus melalui pintu 'kearifan lokal' yaitu dengan menghormati dan mendekati tokoh informal (adat/agama) sebagai *gatekeeper*.,Sosial Budaya
74,TKP,Anda ditugaskan merancang konsep pelayanan publik inklusif di instansi Anda. Anggaran sangat terbatas sehingga pembangunan fisik seperti lift atau jalur difabel urung dilakukan tahun ini. Inovasi yang Anda ajukan...,Membatalkan seluruh rencana pelayanan inklusif sampai anggaran tahun depan turun,Memfokuskan pelayanan pada masyarakat normal saja untuk efisiensi,"Menyediakan layanan 'Jemput Bola' ke rumah warga difabel/rentan, atau menempatkan petugas khusus pendamping di lantai dasar yang siap melayani dokumen secara terpadu",Meminta sumbangan dari pengusaha lokal untuk membangun lift secara paksa,Mewajibkan warga difabel untuk membawa keluarga sebagai pendamping saat mengurus dokumen,4,3,5,2,1,Pelayanan Publik & Profesionalisme. Keterbatasan sumber daya tidak boleh menghentikan pelayanan prima. Inovasi 'Jemput Bola' atau petugas khusus di lantai dasar adalah *creative problem solving* yang berdampak langsung.,Pelayanan Publik
75,TKP,"Atasan langsung Anda sering meminjam kendaraan dinas operasional pada akhir pekan untuk rekreasi bersama keluarganya. Suatu hari, ia meminta Anda memalsukan catatan log pemakaian kendaraan seolah-olah untuk kegiatan dinas lapangan. Sikap Anda...",Mengikuti perintahnya karena ia adalah atasan yang menentukan nilai kinerja Anda,"Menolak dengan tegas, menjelaskan bahwa memalsukan dokumen adalah pelanggaran integritas (fraud), dan bersiap menanggung risiko ditegur",Diam-diam membocorkan kebiasaan atasan tersebut kepada rekan-rekan kantor agar menjadi gosip,Merekam percakapan tersebut dan menyebarkannya ke media sosial,Ikut meminjam kendaraan dinas untuk keperluan pribadi agar sama-sama untung,4,5,3,2,1,Profesionalisme (Integritas). Menolak perintah atasan yang melanggar hukum/kode etik dengan cara yang asertif dan profesional adalah esensi dari integritas birokrasi.,Profesionalisme
76,TKP,"Sebagai seorang *customer service*, Anda menghadapi pelanggan yang marah besar, menggebrak meja, dan melontarkan kata-kata kasar karena berkasnya hilang oleh shift petugas sebelumnya. Respons Anda...",Membalas amarah pelanggan untuk menjaga harga diri sebagai petugas negara,Memanggil satpam untuk mengusir pelanggan tersebut karena bertindak anarkis,"Tetap tenang, tidak terpancing emosi, meminta maaf atas kelalaian instansi, dan berjanji akan segera mencari atau membantu memproses ulang berkasnya secepat mungkin",Mengabaikan pelanggan tersebut sampai ia tenang dengan sendirinya,Menyalahkan petugas shift sebelumnya agar pelanggan tidak marah kepada Anda,4,3,5,2,1,Pelayanan Publik. Empati dan kontrol emosi. Mengambil alih tanggung jawab instansi tanpa menyalahkan rekan kerja lain (blaming) menunjukkan mental pelayanan yang matang.,Pelayanan Publik
77,TKP,Anda melihat indikasi bahwa sebuah organisasi pemuda di lingkungan tempat tinggal Anda mulai secara rutin mengadakan kajian tertutup yang menanamkan kebencian terhadap ideologi negara dan merencanakan tindakan inkonstitusional. Langkah Anda...,Membiarkan saja karena kebebasan berserikat dijamin oleh undang-undang,Mengumpulkan massa untuk menggerebek dan membubarkan acara mereka,"Mencari informasi lebih valid secara diam-diam, lalu melaporkan temuan tersebut kepada RT/RW, Bhabinkamtibmas, atau aparat berwenang agar ditindaklanjuti secara hukum",Menyusup ke dalam kajian tersebut dan berdebat dengan pemimpinnya,Membuat status anonim di media sosial agar organisasi tersebut viral dan dihujat,4,3,5,2,1,"Anti-radikalisme. Deteksi dini (*early warning*) harus disikapi dengan bijak: lapor ke otoritas yang berwenang (polisi/Bhabinkamtibmas) untuk ditindaklanjuti, bukan main hakim sendiri atau sekadar viral di medsos.",Anti-radikalisme
78,TKP,"Dalam rapat lintas divisi, ide yang Anda kemukakan dikritik tajam oleh rekan dari divisi lain karena dianggap terlalu teoretis dan tidak bisa diaplikasikan di lapangan. Reaksi Anda...",Langsung membela diri dan menyerang balik kinerja divisi rekan tersebut,"Menerima kritik tersebut dengan lapang dada, menanyakan detail kendala teknis di lapangan, dan mengajak rekan tersebut berkolaborasi memodifikasi ide agar lebih aplikatif",Diam dan menarik diri dari diskusi karena merasa tidak dihargai,Memaksakan agar ide tersebut tetap dijalankan untuk membuktikan bahwa Anda benar,Melaporkan rekan tersebut kepada atasan karena menghambat inovasi,4,5,3,2,1,"Jejaring Kerja. Kematangan emosional (*growth mindset*). Kritik tidak dianggap serangan personal, melainkan sarana kolaborasi (*brainstorming*) untuk menyempurnakan program.",Jejaring Kerja
79,TKP,"Di era keterbukaan informasi, instansi Anda mendapat serangan komentar negatif (cyberbullying) massal di akun Instagram resmi terkait sebuah kebijakan baru. Anda ditunjuk sebagai admin media sosial. Strategi Anda...",Menonaktifkan kolom komentar di semua postingan agar tidak ada yang bisa berkomentar,Membalas komentar netizen satu per satu dengan kalimat sarkastis,"Membuat infografis/video klarifikasi yang informatif, merespons pertanyaan dengan bahasa yang sopan dan berbasis data, serta mengabaikan komentar yang murni provokasi (troll)",Menghapus semua komentar negatif tanpa kecuali,Menyewa pendengung (*buzzer*) untuk menyerang balik netizen,4,3,5,2,1,"TIK & Pelayanan Publik. Komunikasi krisis digital (*crisis communication*) menuntut transparansi, literasi visual (infografis), dan ketenangan, tanpa perlu meladeni troll secara emosional.",TIK
80,TKP,"Anda satu tim dengan pegawai baru yang sangat pintar namun sangat tertutup (*introvert*), jarang berbicara, dan sulit diajak berdiskusi informal. Padahal, pekerjaan tim membutuhkan curah gagasan (*brainstorming*) yang intens. Cara Anda merangkulnya...",Membiarkannya bekerja sendiri asalkan bagiannya selesai tepat waktu,Menegurnya secara terbuka agar ia belajar bersosialisasi dengan anggota tim lain,"Memulai pendekatan personal melalui medium yang nyaman baginya (misal: diskusi via chat/email), memberinya ruang untuk berpikir, dan secara bertahap mengajaknya mengobrol hal-hal ringan",Melaporkan kepada HRD agar pegawai tersebut diberikan pelatihan kepribadian,Mengabaikan pendapatnya karena ia tidak berani bersuara dalam rapat,4,3,5,2,1,Jejaring Kerja. Menghargai keragaman karakter (*diversity*) di tempat kerja. Melakukan pendekatan asertif dengan metode yang membuat rekan nyaman (chat/tulisan) menunjukkan empati kolaboratif.,Jejaring Kerja
81,TKP,"Pada hari libur nasional, terjadi keadaan darurat (bencana alam) di wilayah kerja Anda. Atasan meminta Anda masuk ke kantor untuk membantu pusat krisis (*crisis center*), padahal Anda sudah merencanakan liburan keluarga sejak jauh hari ke luar kota. Keputusan Anda...",Mematikan ponsel agar atasan mengira Anda sudah berada di luar kota dan tidak bisa dihubungi,Menolak perintah atasan dengan alasan hak cuti dan liburan yang dilindungi undang-undang,"Membatalkan liburan, memberi pengertian kepada keluarga mengenai sumpah profesi ASN, dan segera menuju pusat krisis untuk membantu negara",Pergi liburan namun berjanji akan membantu memantau situasi dari jarak jauh melalui laptop,Menyuruh rekan kerja lain yang masih lajang untuk menggantikan posisi Anda,4,3,5,2,1,"Profesionalisme. ASN adalah abdi negara. Dalam kondisi *force majeure* / darurat kemanusiaan, kepentingan negara dan pelayanan publik harus ditempatkan di atas kepentingan pribadi.",Profesionalisme
82,TKP,Pemerintah sedang mempercepat program Pendaftaran Tanah Sistematis Lengkap (PTSL). Banyak warga di desa yang skeptis dan enggan mendaftarkan tanahnya karena takut dikenakan pajak tinggi di masa depan akibat hoaks yang beredar. Peran Anda sebagai penyuluh lapangan...,Menyerahkan kembali kuota sertifikasi tanah kepada pusat karena warga tidak berminat,"Membuat sesi sosialisasi dialogis dengan warga, menggandeng tokoh agama desa untuk meredam hoaks, dan menjelaskan manfaat legalitas tanah dengan bahasa yang merakyat",Marah kepada warga karena mereka mudah termakan hoaks dan bodoh,Melakukan pendaftaran secara sepihak dan memaksa warga menyerahkan surat tanahnya,Meminta bantuan polisi untuk menakut-nakuti warga agar mau mendaftar,4,5,3,2,1,Pelayanan Publik & Jejaring Kerja. Pendekatan persuasif dan kolaboratif. Mengatasi hoaks di tingkat akar rumput paling efektif dengan melibatkan *influencer* lokal (tokoh agama) dan bahasa yang membumi.,Pelayanan Publik
83,TKP,Anda memimpin sebuah rapat evaluasi. Seorang bawahan dengan berani mengkritik kebijakan yang Anda buat karena dianggap menyulitkan staf di lapangan. Kritik tersebut disampaikan di depan forum secara terbuka. Respons Anda sebagai pemimpin...,Memotong pembicaraannya dan mengancam akan menurunkan nilai kinerjanya karena tidak sopan,"Diam dan mencatat, lalu memarahinya secara pribadi setelah rapat selesai","Mendengarkan hingga tuntas, mengucapkan terima kasih atas masukannya, dan meminta data lapangan secara komprehensif untuk dikaji ulang bersama",Tersenyum namun mengabaikan kritiknya karena Anda merasa kebijakan tersebut sudah paling benar,Meminta peserta rapat lain untuk mem-voting apakah kritik tersebut berdasar atau tidak,4,3,5,2,1,Profesionalisme (Kepemimpinan). *Leader* yang berintegritas memiliki *open-mindedness*. Merespons kritik dari bawahan secara objektif dan mengedepankan *evidence-based policy* (meminta data).,Profesionalisme
84,TKP,"Dalam lingkungan instansi, Anda menyadari bahwa sistem pengarsipan masih sangat konvensional dan sering menyebabkan dokumen hilang. Anda memiliki keahlian membuat *database* sederhana, namun tugas tersebut sebenarnya bukan wewenang Anda (job desc orang lain). Tindakan Anda...",Membiarkan saja karena bukan tanggung jawab Anda dan Anda tidak dibayar lebih untuk itu,Mengkritik petugas arsip setiap hari agar mereka sadar akan kelemahannya,"Membuat purwarupa (prototype) database sederhana di waktu luang, mendemonstrasikannya kepada atasan, dan menawarkan diri untuk melatih petugas arsip agar sistem menjadi digital",Diam-diam mengubah sistem arsip mereka tanpa izin agar pekerjaan cepat selesai,Melaporkan keburukan sistem arsip ke Inspektorat agar segera diaudit,4,3,5,2,1,TIK & Profesionalisme. Inisiatif lintas divisi (*beyond the call of duty*). Mengajukan inovasi (prototype) secara struktural (lewat atasan) dan kolaboratif (melatih petugas) menunjukkan jiwa *intrapreneurship*.,TIK
85,TKP,Seseorang menyebarkan pamflet gelap di lingkungan kantor yang isinya mengajak ASN untuk melakukan makar atau pembangkangan sipil terhadap pemerintahan yang sah karena alasan ketidakadilan ekonomi. Sikap Anda sebagai ASN yang menemukan pamflet tersebut...,"Membaca, setuju, lalu ikut menyebarkannya ke divisi lain",Mengabaikannya dan membuangnya ke tempat sampah karena tidak penting,"Membawanya ke meja atasan atau bagian keamanan internal (provost/satpam) untuk didata sebagai temuan, dan mengingatkan rekan kerja agar tidak terpengaruh provokasi",Memfoto pamflet tersebut dan mempostingnya di WhatsApp Story dengan caption kebingungan,Mencari sendiri pelakunya dan menghakiminya secara fisik,4,3,5,2,1,Anti-radikalisme. ASN disumpah setia kepada Pancasila dan pemerintah yang sah. Menemukan indikasi makar harus dilaporkan secara hierarkis (atasan/keamanan) dan mencegah penyebarannya.,Anti-radikalisme
86,TKP,"Anda mendapat mutasi ke daerah yang memegang teguh sistem patriarki (laki-laki lebih dominan). Sebagai seorang ASN wanita yang diangkat menjadi kepala kantor cabang tersebut, beberapa staf pria senior enggan menerima perintah dari Anda. Cara Anda memimpin...",Bersikap diktator dan menghukum setiap staf pria yang membantah perintah Anda,Mengundurkan diri dari jabatan karena tidak kuat menahan tekanan psikologis,"Menunjukkan kompetensi kerja yang unggul, memimpin dengan pendekatan persuasif-keibuan namun tegas pada aturan, serta berdialog personal untuk membangun kepercayaan mereka",Menyerahkan seluruh tugas pengambilan keputusan kepada wakil Anda yang seorang pria,Meminta pimpinan pusat menindak tegas staf yang membangkang dengan mutasi,4,3,5,2,1,Sosial Budaya & Profesionalisme. *Breaking the glass ceiling* di budaya patriarki membutuhkan pembuktian kompetensi (lead by example) dan *interpersonal skill* (persuasif & asertif) dibanding sekadar adu ego.,Sosial Budaya
87,TKP,Anda diminta untuk mengunggah dokumen lelang proyek negara ke portal publik. Anda menyadari bahwa di dalam dokumen tersebut masih tercantum nomor rekening pribadi dan NIK dari beberapa pimpinan instansi yang seharusnya disensor (*redacted*). Atasan Anda mendesak agar segera diunggah hari ini juga. Tindakan Anda...,Mengunggahnya segera karena perintah atasan adalah hukum,"Melakukan penyensoran (*blur/redact*) secara digital pada bagian privasi tersebut secara cepat sebelum mengunggahnya, lalu melaporkan perbaikan tersebut kepada atasan",Mengunggahnya lalu membuat laporan resmi bahwa ada kebocoran data dari pusat,Menolak perintah atasan dengan kasar karena ia tidak paham undang-undang data pribadi,"Mendelegasikan tugas tersebut ke staf junior agar jika ada masalah, ia yang disalahkan",4,5,3,2,1,TIK & Profesionalisme. Keamanan data pribadi (UU PDP) adalah mutlak. Melakukan *quick fix* (sensor mandiri) menunjukkan *problem solving* dan literasi keamanan digital tanpa menunda perintah atasan.,TIK
88,TKP,"Teman sekamar Anda saat pendidikan diklat ASN sering berbicara buruk mengenai agama dan ras tertentu, serta membenarkan tindakan intoleran yang terjadi di daerah asalnya. Sikap Anda menghadapinya...",Ikut membenci agama/ras tersebut agar teman Anda merasa didukung,Meminta panitia diklat memindahkan kamar Anda karena Anda benci orang rasis,"Secara tegas namun santai mengingatkannya bahwa ASN adalah perekat kebangsaan, memberikan pandangan logis tentang toleransi, dan perlahan mengubah topik pembicaraan",Menantangnya berdebat kusir setiap malam untuk membuktikan siapa yang benar,Merekam ucapannya dan menyebarkannya ke grup WhatsApp diklat agar ia dipermalukan,4,3,5,2,1,Anti-radikalisme & Sosial Budaya. Memberikan *counter-narrative* (narasi tandingan) yang toleran di level personal (*peer-to-peer*) lebih mendidik daripada sekadar berkonfrontasi atau memviralkan keburukan.,Anti-radikalisme
89,TKP,"Anda sedang melayani antrean prioritas (ibu hamil). Di saat yang sama, telepon di meja Anda berdering tanpa henti, tampaknya dari pimpinan pusat mengenai laporan penting. Apa yang Anda lakukan?",Mengabaikan ibu hamil tersebut dan segera mengangkat telepon pimpinan,"Mengangkat telepon sebentar, memohon izin kepada pimpinan untuk menunda pembicaraan selama 3 menit demi menyelesaikan pelayanan ibu hamil, lalu segera menelepon balik",Membiarkan telepon terus berdering hingga pelayanan loket selesai seluruhnya,Mencabut kabel telepon agar tidak berisik,Menyuruh ibu hamil tersebut mengangkat teleponnya dan menjelaskan bahwa Anda sedang sibuk,4,5,3,2,1,"Pelayanan Publik & Profesionalisme. Manajemen prioritas dan komunikasi asertif. Pelayanan kaum rentan diutamakan, namun komunikasi dengan pusat dikelola (menunda dengan izin/call back) tanpa diabaikan total.",Pelayanan Publik
